=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2021.01.23 11:33:07 =~=~=~=~=~=~=~=~=~=~=~=,,,,,
IR,Red,(approx. 2 minutes of readings),,,"(test data only, data filtering/amplification may need tweaking)"
67241,73057,,,,
67231,73048,,,,
67241,73042,,,,
67259,73044,,,,
67244,73046,,,,
67255,73034,,,,
67227,73025,,,,
67216,73025,,,,
67242,73030,,,,
67238,73040,,,,
67212,73030,,,,
67241,73046,,,,
67217,73046,,,,
67227,73041,,,,
67225,73049,,,,
67221,73069,,,,
67248,73086,,,,
67250,73040,,,,
67245,73042,,,,
67263,73052,,,,
67239,73063,,,,
67240,73042,,,,
67218,73045,,,,
67233,73048,,,,
67237,73031,,,,
67212,73027,,,,
67213,73016,,,,
67221,73021,,,,
67236,73020,,,,
67223,73010,,,,
67213,73005,,,,
67218,72990,,,,
67197,72989,,,,
67181,72994,,,,
67191,72975,,,,
67204,72961,,,,
67195,72943,,,,
67184,72965,,,,
67196,72940,,,,
67184,72919,,,,
67181,72903,,,,
67184,72885,,,,
67155,72877,,,,
67160,72858,,,,
67150,72865,,,,
67152,72842,,,,
67150,72826,,,,
67156,72789,,,,
67158,72830,,,,
67162,72816,,,,
67150,72795,,,,
67158,72796,,,,
67121,72804,,,,
67126,72787,,,,
67133,72781,,,,
67120,72801,,,,
67133,72799,,,,
67114,72784,,,,
67122,72789,,,,
67130,72784,,,,
67136,72761,,,,
67129,72744,,,,
67155,72753,,,,
67155,72762,,,,
67121,72770,,,,
67137,72743,,,,
67142,72765,,,,
67126,72745,,,,
67107,72764,,,,
67115,72753,,,,
67118,72743,,,,
67132,72741,,,,
67110,72729,,,,
67113,72743,,,,
67118,72759,,,,
67102,72762,,,,
67139,72765,,,,
67132,72789,,,,
67139,72756,,,,
67119,72771,,,,
67129,72766,,,,
67126,72764,,,,
67142,72747,,,,
67117,72751,,,,
67162,72750,,,,
67135,72775,,,,
67146,72756,,,,
67130,72760,,,,
67101,72739,,,,
67134,72757,,,,
67143,72742,,,,
67115,72753,,,,
67120,72770,,,,
67125,72759,,,,
67109,72759,,,,
67113,72747,,,,
67116,72739,,,,
67121,72762,,,,
67114,72769,,,,
67111,72784,,,,
67114,72775,,,,
67135,72761,,,,
67147,72779,,,,
67136,72796,,,,
67134,72775,,,,
67142,72769,,,,
67129,72774,,,,
67142,72771,,,,
67135,72763,,,,
67141,72763,,,,
67123,72767,,,,
67126,72750,,,,
67131,72746,,,,
67129,72761,,,,
67140,72756,,,,
67138,72771,,,,
67123,72763,,,,
67136,72778,,,,
67135,72779,,,,
67106,72774,,,,
67127,72771,,,,
67125,72778,,,,
67128,72793,,,,
67137,72792,,,,
67131,72798,,,,
67134,72779,,,,
67147,72783,,,,
67165,72776,,,,
67146,72776,,,,
67167,72797,,,,
67152,72768,,,,
67147,72797,,,,
67129,72782,,,,
67137,72786,,,,
67139,72777,,,,
67143,72782,,,,
67140,72780,,,,
67123,72786,,,,
67139,72806,,,,
67129,72808,,,,
67136,72784,,,,
67128,72805,,,,
67145,72811,,,,
67126,72811,,,,
67139,72808,,,,
67125,72822,,,,
67152,72809,,,,
67141,72818,,,,
67155,72810,,,,
67147,72813,,,,
67148,72815,,,,
67140,72807,,,,
67145,72811,,,,
67170,72816,,,,
67139,72799,,,,
67145,72810,,,,
67137,72809,,,,
67158,72793,,,,
67134,72786,,,,
67139,72793,,,,
67150,72783,,,,
67149,72810,,,,
67136,72816,,,,
67117,72815,,,,
67129,72816,,,,
67121,72806,,,,
67149,72820,,,,
67124,72829,,,,
67149,72824,,,,
67140,72832,,,,
67146,72844,,,,
67156,72817,,,,
67143,72806,,,,
67158,72811,,,,
67138,72805,,,,
67130,72804,,,,
67150,72811,,,,
67151,72798,,,,
67131,72806,,,,
67129,72827,,,,
67140,72807,,,,
67141,72800,,,,
67143,72840,,,,
67140,72816,,,,
67134,72842,,,,
67147,72829,,,,
67154,72843,,,,
67151,72828,,,,
67161,72839,,,,
67145,72831,,,,
67163,72844,,,,
67161,72857,,,,
67163,72839,,,,
67169,72835,,,,
67164,72832,,,,
67174,72839,,,,
67158,72835,,,,
67157,72822,,,,
67149,72837,,,,
67142,72835,,,,
67162,72839,,,,
67162,72840,,,,
67139,72833,,,,
67157,72832,,,,
67168,72829,,,,
67169,72860,,,,
67144,72862,,,,
67153,72849,,,,
67156,72871,,,,
67166,72877,,,,
67174,72893,,,,
67174,72870,,,,
67181,72895,,,,
67174,72853,,,,
67186,72872,,,,
67191,72888,,,,
67192,72875,,,,
67183,72874,,,,
67174,72868,,,,
67181,72874,,,,
67158,72872,,,,
67183,72874,,,,
67186,72880,,,,
67169,72881,,,,
67173,72857,,,,
67175,72860,,,,
67149,72891,,,,
67160,72889,,,,
67159,72891,,,,
67171,72889,,,,
67181,72890,,,,
67159,72899,,,,
67176,72901,,,,
67176,72898,,,,
67188,72896,,,,
67184,72895,,,,
67184,72887,,,,
67206,72899,,,,
67194,72890,,,,
67195,72891,,,,
67170,72886,,,,
67183,72904,,,,
67180,72880,,,,
67180,72906,,,,
67172,72907,,,,
67171,72900,,,,
67182,72908,,,,
67187,72904,,,,
67189,72902,,,,
67182,72902,,,,
67175,72903,,,,
67166,72916,,,,
67167,72916,,,,
67180,72924,,,,
67185,72923,,,,
67171,72926,,,,
67181,72945,,,,
67185,72937,,,,
67192,72939,,,,
67169,72943,,,,
67203,72957,,,,
67211,72931,,,,
67203,72933,,,,
67208,72947,,,,
67203,72936,,,,
67191,72945,,,,
67180,72926,,,,
67181,72950,,,,
67201,72919,,,,
67190,72931,,,,
67201,72935,,,,
67199,72940,,,,
67190,72950,,,,
67211,72949,,,,
67198,72939,,,,
67189,72957,,,,
67194,72967,,,,
67210,72959,,,,
67199,72974,,,,
67207,72965,,,,
67218,72969,,,,
67202,72963,,,,
67203,72966,,,,
67243,72963,,,,
67220,72951,,,,
67215,72949,,,,
67207,72956,,,,
67209,72964,,,,
67206,72973,,,,
67201,72944,,,,
67194,72926,,,,
67202,72936,,,,
67200,72959,,,,
67198,72970,,,,
67194,72974,,,,
67184,72982,,,,
67198,72988,,,,
67210,72972,,,,
67214,72990,,,,
67224,72990,,,,
67214,72975,,,,
67237,72964,,,,
67216,72988,,,,
67225,72997,,,,
67215,72979,,,,
67207,72990,,,,
67211,72986,,,,
67208,72980,,,,
67209,72995,,,,
67223,72968,,,,
67222,72997,,,,
67216,72963,,,,
67208,73006,,,,
67189,72990,,,,
67207,72997,,,,
67216,72988,,,,
67222,73023,,,,
67198,73009,,,,
67228,73016,,,,
67224,73029,,,,
67252,72992,,,,
67231,73007,,,,
67239,73001,,,,
67235,73008,,,,
67225,72997,,,,
67221,72989,,,,
67211,73002,,,,
67240,73000,,,,
67229,72993,,,,
67228,73022,,,,
67232,73039,,,,
67220,73041,,,,
67218,73043,,,,
67226,73037,,,,
67242,73019,,,,
67256,73015,,,,
67250,73022,,,,
67241,73031,,,,
67238,73015,,,,
67233,73036,,,,
67231,73031,,,,
67240,73047,,,,
67228,73032,,,,
67229,73025,,,,
67240,73035,,,,
67221,73038,,,,
67232,73030,,,,
67209,73037,,,,
67249,73051,,,,
67227,73047,,,,
67221,73042,,,,
67229,73063,,,,
67241,73078,,,,
67250,73056,,,,
67268,73045,,,,
67249,73050,,,,
67245,73051,,,,
67237,73052,,,,
67242,73043,,,,
67250,73049,,,,
67251,73057,,,,
67250,73042,,,,
67256,73061,,,,
67256,73053,,,,
67237,73077,,,,
67248,73057,,,,
67225,73061,,,,
67238,73073,,,,
67237,73072,,,,
67248,73062,,,,
67236,73052,,,,
67215,73048,,,,
67232,73055,,,,
67227,73016,,,,
67229,73013,,,,
67228,73009,,,,
67235,73015,,,,
67230,72987,,,,
67201,72990,,,,
67207,72954,,,,
67190,72957,,,,
67208,72921,,,,
67186,72919,,,,
67203,72884,,,,
67174,72903,,,,
67172,72905,,,,
67159,72883,,,,
67162,72873,,,,
67168,72885,,,,
67160,72890,,,,
67160,72871,,,,
67144,72851,,,,
67159,72847,,,,
67167,72825,,,,
67173,72815,,,,
67153,72817,,,,
67155,72810,,,,
67163,72789,,,,
67147,72777,,,,
67133,72780,,,,
67128,72776,,,,
67135,72779,,,,
67120,72783,,,,
67122,72749,,,,
67125,72763,,,,
67129,72751,,,,
67126,72758,,,,
67105,72758,,,,
67117,72782,,,,
67128,72765,,,,
67128,72770,,,,
67146,72776,,,,
67128,72785,,,,
67138,72761,,,,
67153,72776,,,,
67130,72774,,,,
67155,72751,,,,
67145,72749,,,,
67130,72738,,,,
67127,72773,,,,
67127,72743,,,,
67117,72754,,,,
67133,72747,,,,
67119,72731,,,,
67127,72739,,,,
67143,72742,,,,
67126,72777,,,,
67126,72744,,,,
67127,72774,,,,
67113,72762,,,,
67129,72770,,,,
67117,72802,,,,
67108,72794,,,,
67096,72795,,,,
67122,72781,,,,
67125,72778,,,,
67131,72766,,,,
67147,72776,,,,
67149,72761,,,,
67142,72753,,,,
67135,72790,,,,
67154,72782,,,,
67121,72780,,,,
67124,72783,,,,
67131,72783,,,,
67130,72780,,,,
67141,72779,,,,
67126,72763,,,,
67120,72776,,,,
67140,72783,,,,
67125,72788,,,,
67124,72799,,,,
67123,72778,,,,
67136,72781,,,,
67132,72790,,,,
67150,72795,,,,
67154,72836,,,,
67142,72804,,,,
67137,72821,,,,
67145,72787,,,,
67152,72780,,,,
67152,72796,,,,
67138,72780,,,,
67136,72806,,,,
67143,72800,,,,
67136,72801,,,,
67139,72794,,,,
67136,72780,,,,
67155,72787,,,,
67134,72791,,,,
67134,72798,,,,
67136,72778,,,,
67135,72803,,,,
67129,72807,,,,
67136,72807,,,,
67138,72813,,,,
67160,72828,,,,
67142,72827,,,,
67153,72822,,,,
67150,72825,,,,
67171,72821,,,,
67157,72827,,,,
67160,72819,,,,
67161,72822,,,,
67153,72800,,,,
67172,72811,,,,
67143,72798,,,,
67136,72804,,,,
67144,72810,,,,
67152,72798,,,,
67129,72799,,,,
67147,72811,,,,
67146,72793,,,,
67146,72795,,,,
67140,72830,,,,
67138,72803,,,,
67136,72822,,,,
67143,72819,,,,
67123,72814,,,,
67117,72829,,,,
67133,72828,,,,
67159,72834,,,,
67130,72849,,,,
67143,72849,,,,
67153,72833,,,,
67150,72824,,,,
67145,72817,,,,
67157,72810,,,,
67141,72823,,,,
67171,72828,,,,
67162,72816,,,,
67143,72808,,,,
67147,72797,,,,
67140,72807,,,,
67128,72794,,,,
67152,72791,,,,
67149,72799,,,,
67152,72807,,,,
67142,72796,,,,
67144,72806,,,,
67140,72830,,,,
67132,72847,,,,
67156,72823,,,,
67142,72824,,,,
67136,72830,,,,
67141,72832,,,,
67143,72821,,,,
67146,72845,,,,
67147,72826,,,,
67168,72813,,,,
67163,72811,,,,
67149,72821,,,,
67176,72833,,,,
67152,72831,,,,
67151,72841,,,,
67173,72835,,,,
67156,72809,,,,
67159,72828,,,,
67139,72840,,,,
67147,72830,,,,
67161,72849,,,,
67155,72847,,,,
67149,72851,,,,
67162,72837,,,,
67140,72863,,,,
67141,72853,,,,
67147,72868,,,,
67154,72878,,,,
67181,72859,,,,
67168,72863,,,,
67169,72858,,,,
67181,72863,,,,
67177,72852,,,,
67167,72841,,,,
67174,72874,,,,
67168,72853,,,,
67164,72874,,,,
67160,72861,,,,
67159,72853,,,,
67160,72844,,,,
67164,72830,,,,
67159,72853,,,,
67165,72876,,,,
67163,72875,,,,
67172,72880,,,,
67170,72900,,,,
67175,72873,,,,
67156,72868,,,,
67165,72894,,,,
67178,72901,,,,
67165,72896,,,,
67160,72892,,,,
67194,72871,,,,
67190,72910,,,,
67169,72880,,,,
67177,72885,,,,
67170,72888,,,,
67186,72890,,,,
67156,72878,,,,
67159,72879,,,,
67166,72871,,,,
67175,72894,,,,
67162,72890,,,,
67168,72885,,,,
67163,72883,,,,
67170,72891,,,,
67167,72903,,,,
67163,72894,,,,
67172,72917,,,,
67168,72909,,,,
67174,72930,,,,
67195,72947,,,,
67187,72924,,,,
67180,72916,,,,
67176,72898,,,,
67193,72920,,,,
67190,72908,,,,
67195,72904,,,,
67170,72897,,,,
67188,72900,,,,
67177,72925,,,,
67172,72919,,,,
67177,72911,,,,
67191,72914,,,,
67175,72916,,,,
67176,72928,,,,
67182,72923,,,,
67169,72937,,,,
67189,72938,,,,
67200,72942,,,,
67180,72940,,,,
67184,72940,,,,
67205,72958,,,,
67199,72938,,,,
67212,72939,,,,
67221,72936,,,,
67211,72945,,,,
67207,72941,,,,
67205,72946,,,,
67202,72932,,,,
67201,72946,,,,
67190,72933,,,,
67192,72948,,,,
67200,72936,,,,
67192,72926,,,,
67178,72930,,,,
67201,72937,,,,
67211,72943,,,,
67202,72953,,,,
67190,72955,,,,
67205,72960,,,,
67194,72969,,,,
67202,72990,,,,
67204,72965,,,,
67200,72960,,,,
67217,72973,,,,
67205,72986,,,,
67194,72970,,,,
67198,72959,,,,
67206,72968,,,,
67194,72964,,,,
67220,72960,,,,
67209,72954,,,,
67198,72973,,,,
67206,72978,,,,
67202,72971,,,,
67211,72979,,,,
67168,72974,,,,
67189,72968,,,,
67204,72974,,,,
67197,72984,,,,
67217,73001,,,,
67207,73001,,,,
67221,73010,,,,
67227,72977,,,,
67234,72996,,,,
67223,72995,,,,
67233,72999,,,,
67209,72992,,,,
67211,72976,,,,
67206,72990,,,,
67227,72984,,,,
67211,72979,,,,
67199,72995,,,,
67211,72987,,,,
67216,72986,,,,
67215,73019,,,,
67218,73022,,,,
67224,73035,,,,
67206,73024,,,,
67219,73008,,,,
67237,73030,,,,
67253,73010,,,,
67228,73003,,,,
67262,73006,,,,
67240,73009,,,,
67260,73022,,,,
67249,73023,,,,
67215,73015,,,,
67231,73004,,,,
67232,73022,,,,
67222,73006,,,,
67221,73009,,,,
67224,73018,,,,
67229,73000,,,,
67225,73017,,,,
67216,73025,,,,
67218,73030,,,,
67232,73025,,,,
67225,73019,,,,
67232,73009,,,,
67221,73013,,,,
67236,72989,,,,
67225,72986,,,,
67222,73001,,,,
67225,73007,,,,
67238,72963,,,,
67198,72969,,,,
67207,72954,,,,
67200,72947,,,,
67205,72935,,,,
67187,72929,,,,
67193,72933,,,,
67163,72904,,,,
67184,72905,,,,
67163,72891,,,,
67168,72912,,,,
67164,72879,,,,
67173,72884,,,,
67163,72880,,,,
67172,72850,,,,
67158,72833,,,,
67152,72831,,,,
67194,72822,,,,
67160,72817,,,,
67165,72798,,,,
67163,72803,,,,
67142,72797,,,,
67132,72788,,,,
67139,72773,,,,
67134,72784,,,,
67133,72765,,,,
67127,72760,,,,
67126,72735,,,,
67125,72761,,,,
67119,72754,,,,
67124,72769,,,,
67129,72760,,,,
67134,72785,,,,
67129,72761,,,,
67131,72776,,,,
67125,72772,,,,
67131,72765,,,,
67124,72756,,,,
67161,72723,,,,
67154,72770,,,,
67131,72741,,,,
67151,72760,,,,
67153,72736,,,,
67121,72739,,,,
67126,72739,,,,
67126,72743,,,,
67130,72737,,,,
67123,72733,,,,
67101,72736,,,,
67116,72741,,,,
67118,72752,,,,
67101,72755,,,,
67136,72764,,,,
67118,72773,,,,
67125,72761,,,,
67131,72786,,,,
67133,72772,,,,
67140,72764,,,,
67136,72759,,,,
67138,72764,,,,
67136,72767,,,,
67143,72749,,,,
67113,72781,,,,
67153,72777,,,,
67129,72757,,,,
67135,72773,,,,
67121,72782,,,,
67134,72761,,,,
67113,72752,,,,
67117,72751,,,,
67124,72769,,,,
67136,72757,,,,
67135,72784,,,,
67117,72758,,,,
67131,72761,,,,
67123,72770,,,,
67122,72779,,,,
67123,72782,,,,
67142,72788,,,,
67150,72797,,,,
67153,72771,,,,
67159,72762,,,,
67147,72774,,,,
67148,72762,,,,
67145,72791,,,,
67153,72767,,,,
67134,72783,,,,
67133,72775,,,,
67135,72768,,,,
67127,72776,,,,
67136,72763,,,,
67133,72783,,,,
67106,72775,,,,
67132,72774,,,,
67126,72795,,,,
67126,72769,,,,
67125,72797,,,,
67126,72805,,,,
67134,72796,,,,
67125,72806,,,,
67124,72806,,,,
67145,72814,,,,
67154,72804,,,,
67167,72805,,,,
67158,72776,,,,
67162,72790,,,,
67143,72820,,,,
67168,72807,,,,
67145,72794,,,,
67143,72793,,,,
67132,72795,,,,
67125,72801,,,,
67143,72788,,,,
67130,72786,,,,
67154,72784,,,,
67135,72792,,,,
67131,72798,,,,
67132,72812,,,,
67125,72808,,,,
67130,72823,,,,
67157,72828,,,,
67142,72829,,,,
67132,72818,,,,
67132,72819,,,,
67140,72815,,,,
67154,72840,,,,
67161,72810,,,,
67154,72805,,,,
67147,72805,,,,
67152,72814,,,,
67134,72810,,,,
67137,72812,,,,
67155,72792,,,,
67150,72811,,,,
67156,72819,,,,
67150,72787,,,,
67146,72810,,,,
67141,72801,,,,
67131,72797,,,,
67144,72806,,,,
67143,72845,,,,
67124,72824,,,,
67148,72835,,,,
67136,72816,,,,
67154,72817,,,,
67148,72826,,,,
67138,72805,,,,
67155,72801,,,,
67147,72798,,,,
67146,72808,,,,
67146,72819,,,,
67145,72823,,,,
67147,72819,,,,
67164,72819,,,,
67161,72821,,,,
67160,72822,,,,
67157,72807,,,,
67154,72811,,,,
67156,72822,,,,
67150,72828,,,,
67163,72820,,,,
67141,72833,,,,
67139,72852,,,,
67152,72849,,,,
67136,72854,,,,
67151,72867,,,,
67159,72845,,,,
67159,72838,,,,
67181,72826,,,,
67178,72851,,,,
67178,72841,,,,
67186,72851,,,,
67174,72841,,,,
67178,72832,,,,
67165,72839,,,,
67141,72865,,,,
67161,72826,,,,
67154,72843,,,,
67147,72832,,,,
67149,72843,,,,
67138,72867,,,,
67153,72871,,,,
67151,72866,,,,
67147,72866,,,,
67161,72874,,,,
67157,72867,,,,
67181,72882,,,,
67168,72884,,,,
67201,72904,,,,
67163,72871,,,,
67177,72859,,,,
67177,72881,,,,
67181,72876,,,,
67171,72872,,,,
67190,72892,,,,
67177,72891,,,,
67169,72873,,,,
67173,72873,,,,
67171,72888,,,,
67182,72885,,,,
67181,72867,,,,
67173,72869,,,,
67175,72896,,,,
67185,72881,,,,
67175,72893,,,,
67183,72896,,,,
67177,72904,,,,
67172,72930,,,,
67169,72921,,,,
67170,72911,,,,
67161,72925,,,,
67183,72934,,,,
67174,72910,,,,
67185,72910,,,,
67193,72904,,,,
67176,72933,,,,
67215,72912,,,,
67195,72908,,,,
67201,72898,,,,
67204,72922,,,,
67203,72903,,,,
67175,72921,,,,
67174,72905,,,,
67181,72907,,,,
67170,72924,,,,
67196,72920,,,,
67198,72924,,,,
67176,72919,,,,
67194,72937,,,,
67191,72942,,,,
67189,72941,,,,
67178,72950,,,,
67184,72948,,,,
67212,72948,,,,
67201,72964,,,,
67196,72954,,,,
67196,72942,,,,
67200,72946,,,,
67211,72938,,,,
67214,72946,,,,
67223,72940,,,,
67206,72954,,,,
67191,72934,,,,
67213,72936,,,,
67198,72938,,,,
67192,72936,,,,
67202,72938,,,,
67197,72941,,,,
67189,72963,,,,
67202,72966,,,,
67189,72938,,,,
67210,72978,,,,
67213,72984,,,,
67205,72974,,,,
67204,72979,,,,
67218,72986,,,,
67225,72983,,,,
67223,72971,,,,
67214,72973,,,,
67236,72968,,,,
67232,72976,,,,
67205,72995,,,,
67217,72975,,,,
67219,72967,,,,
67198,72975,,,,
67218,72949,,,,
67197,72976,,,,
67196,72979,,,,
67200,72977,,,,
67217,72979,,,,
67207,72993,,,,
67202,73010,,,,
67221,72997,,,,
67220,73007,,,,
67226,72964,,,,
67220,72987,,,,
67208,72996,,,,
67218,73001,,,,
67210,73009,,,,
67214,72982,,,,
67218,72988,,,,
67213,72988,,,,
67214,72987,,,,
67210,73003,,,,
67221,73005,,,,
67212,72995,,,,
67223,73013,,,,
67232,72996,,,,
67224,72968,,,,
67230,73000,,,,
67243,73010,,,,
67241,73006,,,,
67236,72997,,,,
67219,73010,,,,
67232,72995,,,,
67229,73009,,,,
67225,72993,,,,
67211,72993,,,,
67226,73012,,,,
67234,73030,,,,
67223,73026,,,,
67220,73017,,,,
67222,73022,,,,
67206,73018,,,,
67235,73033,,,,
67222,73035,,,,
67256,73054,,,,
67232,73044,,,,
67252,73019,,,,
67245,73043,,,,
67254,73038,,,,
67256,73039,,,,
67235,73028,,,,
67221,73030,,,,
67233,73018,,,,
67234,73021,,,,
67233,73035,,,,
67234,73016,,,,
67219,73042,,,,
67235,73032,,,,
67246,73034,,,,
67232,73019,,,,
67239,73046,,,,
67230,73002,,,,
67224,72992,,,,
67230,72988,,,,
67232,72960,,,,
67221,72956,,,,
67227,72959,,,,
67211,72946,,,,
67189,72922,,,,
67187,72922,,,,
67178,72920,,,,
67172,72888,,,,
67180,72880,,,,
67166,72852,,,,
67163,72860,,,,
67151,72867,,,,
67157,72849,,,,
67140,72836,,,,
67163,72856,,,,
67159,72849,,,,
67153,72818,,,,
67136,72825,,,,
67153,72837,,,,
67146,72802,,,,
67149,72787,,,,
67133,72798,,,,
67153,72768,,,,
67129,72767,,,,
67115,72767,,,,
67137,72754,,,,
67137,72747,,,,
67112,72761,,,,
67115,72759,,,,
67121,72754,,,,
67117,72728,,,,
67142,72737,,,,
67128,72731,,,,
67115,72744,,,,
67130,72742,,,,
67119,72746,,,,
67114,72762,,,,
67107,72742,,,,
67120,72749,,,,
67143,72742,,,,
67128,72745,,,,
67133,72752,,,,
67126,72740,,,,
67138,72747,,,,
67129,72740,,,,
67133,72757,,,,
67127,72734,,,,
67134,72734,,,,
67127,72725,,,,
67114,72736,,,,
67116,72723,,,,
67117,72758,,,,
67121,72717,,,,
67120,72714,,,,
67124,72736,,,,
67121,72738,,,,
67125,72755,,,,
67098,72738,,,,
67127,72760,,,,
67119,72751,,,,
67135,72758,,,,
67107,72759,,,,
67123,72754,,,,
67139,72760,,,,
67138,72756,,,,
67151,72763,,,,
67142,72775,,,,
67142,72757,,,,
67125,72750,,,,
67131,72751,,,,
67125,72740,,,,
67123,72764,,,,
67134,72755,,,,
67132,72732,,,,
67147,72728,,,,
67111,72734,,,,
67113,72736,,,,
67127,72741,,,,
67126,72748,,,,
67122,72760,,,,
67123,72759,,,,
67126,72759,,,,
67117,72754,,,,
67130,72772,,,,
67131,72787,,,,
67142,72761,,,,
67144,72755,,,,
67138,72750,,,,
67145,72752,,,,
67143,72752,,,,
67144,72753,,,,
67114,72762,,,,
67152,72765,,,,
67145,72773,,,,
67134,72760,,,,
67139,72759,,,,
67143,72763,,,,
67133,72750,,,,
67135,72769,,,,
67128,72781,,,,
67147,72774,,,,
67134,72771,,,,
67155,72794,,,,
67132,72779,,,,
67140,72799,,,,
67130,72762,,,,
67133,72802,,,,
67120,72800,,,,
67158,72777,,,,
67148,72773,,,,
67150,72780,,,,
67164,72785,,,,
67171,72781,,,,
67140,72775,,,,
67145,72777,,,,
67155,72767,,,,
67127,72793,,,,
67142,72760,,,,
67162,72790,,,,
67133,72778,,,,
67153,72792,,,,
67124,72793,,,,
67132,72803,,,,
67145,72792,,,,
67136,72790,,,,
67132,72809,,,,
67154,72808,,,,
67136,72798,,,,
67141,72821,,,,
67142,72813,,,,
67131,72814,,,,
67124,72835,,,,
67144,72802,,,,
67144,72798,,,,
67152,72795,,,,
67167,72817,,,,
67160,72790,,,,
67168,72795,,,,
67171,72810,,,,
67157,72792,,,,
67138,72789,,,,
67140,72786,,,,
67146,72789,,,,
67155,72792,,,,
67133,72792,,,,
67120,72801,,,,
67134,72781,,,,
67135,72804,,,,
67128,72810,,,,
67150,72822,,,,
67139,72815,,,,
67143,72824,,,,
67162,72827,,,,
67140,72834,,,,
67159,72810,,,,
67140,72796,,,,
67155,72778,,,,
67149,72846,,,,
67146,72797,,,,
67150,72823,,,,
67155,72816,,,,
67152,72812,,,,
67145,72828,,,,
67141,72824,,,,
67141,72814,,,,
67156,72809,,,,
67133,72800,,,,
67152,72827,,,,
67151,72834,,,,
67131,72820,,,,
67153,72828,,,,
67145,72814,,,,
67161,72832,,,,
67158,72835,,,,
67141,72836,,,,
67157,72847,,,,
67163,72847,,,,
67145,72839,,,,
67184,72826,,,,
67175,72821,,,,
67169,72841,,,,
67168,72835,,,,
67167,72839,,,,
67166,72824,,,,
67154,72830,,,,
67148,72833,,,,
67167,72848,,,,
67154,72840,,,,
67163,72848,,,,
67169,72849,,,,
67152,72850,,,,
67144,72856,,,,
67162,72865,,,,
67155,72869,,,,
67160,72857,,,,
67175,72882,,,,
67171,72897,,,,
67163,72873,,,,
67172,72877,,,,
67168,72880,,,,
67190,72858,,,,
67197,72879,,,,
67184,72855,,,,
67181,72861,,,,
67165,72874,,,,
67166,72842,,,,
67167,72870,,,,
67185,72874,,,,
67165,72890,,,,
67188,72864,,,,
67167,72879,,,,
67158,72884,,,,
67167,72892,,,,
67158,72903,,,,
67166,72900,,,,
67191,72899,,,,
67185,72907,,,,
67197,72903,,,,
67189,72897,,,,
67203,72901,,,,
67195,72903,,,,
67185,72903,,,,
67197,72902,,,,
67184,72903,,,,
67163,72901,,,,
67182,72892,,,,
67192,72895,,,,
67179,72908,,,,
67203,72895,,,,
67187,72884,,,,
67181,72912,,,,
67170,72903,,,,
67190,72932,,,,
67172,72910,,,,
67183,72920,,,,
67191,72931,,,,
67198,72944,,,,
67191,72924,,,,
67193,72955,,,,
67192,72933,,,,
67208,72927,,,,
67222,72938,,,,
67204,72926,,,,
67213,72935,,,,
67178,72929,,,,
67194,72925,,,,
67205,72941,,,,
67202,72924,,,,
67211,72937,,,,
67221,72916,,,,
67191,72942,,,,
67203,72938,,,,
67203,72922,,,,
67198,72961,,,,
67184,72942,,,,
67197,72954,,,,
67196,72971,,,,
67186,72972,,,,
67205,72954,,,,
67202,72967,,,,
67228,72972,,,,
67229,72951,,,,
67226,72946,,,,
67207,72948,,,,
67238,72958,,,,
67212,72961,,,,
67209,72956,,,,
67213,72948,,,,
67205,72951,,,,
67212,72963,,,,
67207,72952,,,,
67199,72969,,,,
67203,72971,,,,
67202,72937,,,,
67200,72978,,,,
67185,72989,,,,
67211,72976,,,,
67210,72977,,,,
67203,72991,,,,
67217,72985,,,,
67229,73003,,,,
67223,73009,,,,
67222,72991,,,,
67228,72990,,,,
67228,72990,,,,
67240,72971,,,,
67217,73007,,,,
67222,72975,,,,
67208,72990,,,,
67195,72969,,,,
67226,72995,,,,
67233,72991,,,,
67217,73010,,,,
67208,72998,,,,
67224,73005,,,,
67209,73024,,,,
67227,73010,,,,
67232,73002,,,,
67249,73018,,,,
67238,72998,,,,
67240,73010,,,,
67246,72994,,,,
67241,72998,,,,
67242,73015,,,,
67228,72998,,,,
67225,73017,,,,
67225,72995,,,,
67236,73012,,,,
67248,73012,,,,
67235,73001,,,,
67217,73002,,,,
67230,72996,,,,
67221,73042,,,,
67244,73027,,,,
67221,73044,,,,
67231,73047,,,,
67228,73034,,,,
67239,73046,,,,
67238,73050,,,,
67252,73049,,,,
67260,73045,,,,
67260,73053,,,,
67248,73026,,,,
67246,73042,,,,
67241,73015,,,,
67239,73036,,,,
67225,73024,,,,
67241,73028,,,,
67234,73041,,,,
67245,73008,,,,
67218,73043,,,,
67228,73035,,,,
67239,73044,,,,
67221,73070,,,,
67223,73067,,,,
67242,73052,,,,
67233,73058,,,,
67239,73081,,,,
67250,73055,,,,
67229,73029,,,,
67239,73024,,,,
67238,73013,,,,
67251,73011,,,,
67238,73010,,,,
67210,73004,,,,
67206,72984,,,,
67223,72972,,,,
67199,72958,,,,
67214,72960,,,,
67206,72941,,,,
67188,72940,,,,
67174,72934,,,,
67164,72901,,,,
67174,72923,,,,
67191,72936,,,,
67156,72907,,,,
67169,72874,,,,
67168,72867,,,,
67193,72850,,,,
67174,72836,,,,
67175,72826,,,,
67178,72825,,,,
67165,72815,,,,
67129,72805,,,,
67140,72783,,,,
67158,72800,,,,
