=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2021.01.23 11:33:07 =~=~=~=~=~=~=~=~=~=~=~=,,,,,
IR,Red,(approx. 2 minutes of readings),,,"(test data only, data filtering/amplification may need tweaking)"
67242,72821,,,,
67236,72823,,,,
67229,72812,,,,
67203,72827,,,,
67221,72831,,,,
67225,72830,,,,
67241,72840,,,,
67238,72842,,,,
67240,72862,,,,
67244,72854,,,,
67255,72839,,,,
67275,72866,,,,
67276,72839,,,,
67241,72848,,,,
67240,72853,,,,
67239,72828,,,,
67241,72849,,,,
67269,72856,,,,
67254,72836,,,,
67243,72842,,,,
67242,72848,,,,
67255,72855,,,,
67228,72846,,,,
67233,72850,,,,
67247,72888,,,,
67245,72868,,,,
67259,72895,,,,
67251,72895,,,,
67257,72863,,,,
67281,72882,,,,
67264,72868,,,,
67266,72869,,,,
67247,72866,,,,
67250,72873,,,,
67248,72866,,,,
67256,72849,,,,
67249,72866,,,,
67262,72891,,,,
67248,72896,,,,
67249,72866,,,,
67265,72905,,,,
67260,72894,,,,
67250,72893,,,,
67245,72927,,,,
67281,72920,,,,
67264,72913,,,,
67252,72908,,,,
67256,72882,,,,
67284,72917,,,,
67280,72913,,,,
67285,72886,,,,
67276,72908,,,,
67281,72901,,,,
67254,72908,,,,
67251,72907,,,,
67286,72881,,,,
67264,72888,,,,
67283,72911,,,,
67280,72909,,,,
67273,72899,,,,
67279,72900,,,,
67263,72914,,,,
67270,72906,,,,
67268,72924,,,,
67269,72938,,,,
67240,72927,,,,
67281,72934,,,,
67283,72933,,,,
67299,72939,,,,
67278,72924,,,,
67279,72929,,,,
67276,72917,,,,
67282,72913,,,,
67273,72924,,,,
67290,72930,,,,
67308,72926,,,,
67285,72931,,,,
67293,72915,,,,
67276,72925,,,,
67279,72882,,,,
67277,72916,,,,
67267,72913,,,,
67270,72943,,,,
67284,72937,,,,
67274,72918,,,,
67272,72955,,,,
67269,72939,,,,
67269,72959,,,,
67282,72961,,,,
67284,72951,,,,
67290,72978,,,,
67272,72946,,,,
67290,72952,,,,
67287,72965,,,,
67299,72938,,,,
67274,72945,,,,
67300,72963,,,,
67265,72954,,,,
67277,72952,,,,
67278,72954,,,,
67255,72935,,,,
67285,72931,,,,
67287,72932,,,,
67273,72942,,,,
67277,72930,,,,
67272,72921,,,,
67254,72928,,,,
67255,72919,,,,
67245,72919,,,,
67260,72915,,,,
67270,72899,,,,
67260,72908,,,,
67262,72901,,,,
67244,72864,,,,
67262,72837,,,,
67258,72849,,,,
67246,72830,,,,
67244,72813,,,,
67221,72798,,,,
67238,72774,,,,
67196,72771,,,,
67211,72774,,,,
67219,72738,,,,
67191,72740,,,,
67194,72746,,,,
67179,72723,,,,
67199,72727,,,,
67194,72702,,,,
67167,72703,,,,
67177,72721,,,,
67185,72707,,,,
67177,72701,,,,
67157,72680,,,,
67179,72660,,,,
67169,72672,,,,
67181,72669,,,,
67178,72640,,,,
67159,72652,,,,
67184,72634,,,,
67155,72631,,,,
67166,72635,,,,
67154,72630,,,,
67168,72641,,,,
67174,72628,,,,
67166,72626,,,,
67149,72625,,,,
67140,72638,,,,
67166,72618,,,,
67149,72646,,,,
67155,72621,,,,
67147,72632,,,,
67150,72640,,,,
67160,72654,,,,
67174,72631,,,,
67152,72642,,,,
67161,72637,,,,
67187,72620,,,,
67162,72632,,,,
67172,72640,,,,
67180,72635,,,,
67173,72631,,,,
67158,72625,,,,
67159,72631,,,,
67170,72608,,,,
67153,72640,,,,
67159,72625,,,,
67137,72626,,,,
67148,72619,,,,
67154,72624,,,,
67146,72651,,,,
67147,72650,,,,
67160,72645,,,,
67139,72655,,,,
67145,72637,,,,
67167,72663,,,,
67159,72643,,,,
67160,72660,,,,
67170,72664,,,,
67169,72653,,,,
67187,72658,,,,
67170,72650,,,,
67159,72636,,,,
67154,72650,,,,
67168,72647,,,,
67173,72656,,,,
67181,72637,,,,
67163,72650,,,,
67164,72648,,,,
67158,72632,,,,
67144,72644,,,,
67178,72660,,,,
67159,72628,,,,
67151,72652,,,,
67145,72658,,,,
67147,72662,,,,
67154,72642,,,,
67164,72669,,,,
67162,72686,,,,
67174,72666,,,,
67165,72641,,,,
67159,72662,,,,
67167,72669,,,,
67167,72678,,,,
67179,72651,,,,
67151,72655,,,,
67176,72653,,,,
67168,72676,,,,
67174,72655,,,,
67159,72661,,,,
67158,72647,,,,
67166,72649,,,,
67164,72659,,,,
67164,72667,,,,
67163,72671,,,,
67146,72675,,,,
67153,72675,,,,
67154,72678,,,,
67161,72707,,,,
67177,72693,,,,
67181,72684,,,,
67162,72686,,,,
67181,72676,,,,
67179,72685,,,,
67187,72682,,,,
67202,72688,,,,
67176,72673,,,,
67171,72686,,,,
67172,72697,,,,
67164,72692,,,,
67150,72698,,,,
67178,72666,,,,
67168,72666,,,,
67172,72685,,,,
67163,72681,,,,
67172,72684,,,,
67185,72690,,,,
67169,72708,,,,
67168,72710,,,,
67160,72694,,,,
67154,72714,,,,
67156,72710,,,,
67160,72720,,,,
67180,72709,,,,
67170,72686,,,,
67204,72698,,,,
67184,72682,,,,
67174,72705,,,,
67188,72698,,,,
67176,72696,,,,
67179,72683,,,,
67168,72697,,,,
67170,72675,,,,
67162,72703,,,,
67186,72689,,,,
67181,72691,,,,
67156,72681,,,,
67180,72701,,,,
67170,72719,,,,
67161,72685,,,,
67153,72712,,,,
67174,72718,,,,
67165,72733,,,,
67185,72703,,,,
67171,72732,,,,
67193,72712,,,,
67182,72719,,,,
67181,72715,,,,
67178,72694,,,,
67192,72709,,,,
67197,72704,,,,
67184,72719,,,,
67180,72715,,,,
67196,72728,,,,
67166,72713,,,,
67187,72681,,,,
67155,72689,,,,
67177,72712,,,,
67169,72713,,,,
67176,72729,,,,
67176,72715,,,,
67171,72718,,,,
67167,72720,,,,
67168,72720,,,,
67169,72732,,,,
67175,72740,,,,
67196,72747,,,,
67186,72745,,,,
67180,72749,,,,
67195,72760,,,,
67182,72753,,,,
67193,72773,,,,
67182,72761,,,,
67201,72733,,,,
67204,72737,,,,
67199,72749,,,,
67219,72734,,,,
67198,72743,,,,
67180,72774,,,,
67195,72738,,,,
67177,72741,,,,
67183,72738,,,,
67209,72761,,,,
67189,72769,,,,
67209,72769,,,,
67202,72757,,,,
67192,72745,,,,
67173,72759,,,,
67199,72783,,,,
67202,72785,,,,
67192,72789,,,,
67207,72791,,,,
67206,72786,,,,
67206,72782,,,,
67227,72774,,,,
67210,72780,,,,
67206,72791,,,,
67211,72775,,,,
67224,72778,,,,
67205,72780,,,,
67203,72776,,,,
67202,72781,,,,
67203,72772,,,,
67200,72792,,,,
67188,72749,,,,
67202,72798,,,,
67193,72783,,,,
67211,72793,,,,
67206,72800,,,,
67208,72818,,,,
67202,72802,,,,
67205,72815,,,,
67207,72823,,,,
67225,72823,,,,
67216,72798,,,,
67221,72805,,,,
67218,72820,,,,
67229,72812,,,,
67241,72825,,,,
67250,72818,,,,
67228,72806,,,,
67211,72806,,,,
67210,72800,,,,
67221,72811,,,,
67220,72823,,,,
67227,72822,,,,
67219,72815,,,,
67209,72819,,,,
67213,72819,,,,
67211,72831,,,,
67214,72823,,,,
67216,72821,,,,
67247,72858,,,,
67217,72866,,,,
67219,72847,,,,
67218,72877,,,,
67223,72843,,,,
67233,72849,,,,
67235,72816,,,,
67238,72838,,,,
67241,72840,,,,
67251,72826,,,,
67237,72843,,,,
67250,72844,,,,
67226,72857,,,,
67235,72853,,,,
67242,72838,,,,
67212,72845,,,,
67234,72841,,,,
67213,72856,,,,
67233,72859,,,,
67224,72850,,,,
67249,72879,,,,
67223,72886,,,,
67250,72889,,,,
67236,72869,,,,
67243,72852,,,,
67249,72871,,,,
67259,72878,,,,
67249,72876,,,,
67241,72878,,,,
67232,72885,,,,
67237,72857,,,,
67230,72871,,,,
67248,72852,,,,
67230,72886,,,,
67248,72867,,,,
67218,72892,,,,
67221,72884,,,,
67240,72923,,,,
67238,72904,,,,
67259,72901,,,,
67232,72899,,,,
67250,72921,,,,
67254,72908,,,,
67249,72898,,,,
67252,72898,,,,
67257,72892,,,,
67244,72911,,,,
67240,72912,,,,
67257,72889,,,,
67244,72894,,,,
67244,72892,,,,
67256,72914,,,,
67243,72891,,,,
67248,72909,,,,
67239,72906,,,,
67240,72904,,,,
67242,72915,,,,
67237,72941,,,,
67245,72928,,,,
67237,72932,,,,
67261,72945,,,,
67240,72945,,,,
67259,72927,,,,
67275,72947,,,,
67258,72934,,,,
67274,72916,,,,
67255,72922,,,,
67277,72933,,,,
67263,72941,,,,
67268,72948,,,,
67268,72949,,,,
67275,72941,,,,
67252,72939,,,,
67260,72941,,,,
67252,72929,,,,
67255,72942,,,,
67247,72951,,,,
67255,72953,,,,
67265,72959,,,,
67267,72990,,,,
67256,72967,,,,
67279,72969,,,,
67272,72971,,,,
67273,72957,,,,
67289,72971,,,,
67291,72982,,,,
67264,72960,,,,
67268,72957,,,,
67262,72970,,,,
67282,72946,,,,
67287,72943,,,,
67274,72954,,,,
67280,72971,,,,
67261,72969,,,,
67270,72981,,,,
67268,72972,,,,
67264,72972,,,,
67261,72982,,,,
67244,72983,,,,
67269,72985,,,,
67287,72988,,,,
67274,72964,,,,
67279,72961,,,,
67269,72947,,,,
67278,72923,,,,
67276,72915,,,,
67279,72915,,,,
67268,72911,,,,
67242,72910,,,,
67235,72878,,,,
67237,72868,,,,
67234,72887,,,,
67227,72851,,,,
67222,72844,,,,
67218,72839,,,,
67214,72854,,,,
67216,72831,,,,
67214,72829,,,,
67209,72805,,,,
67205,72785,,,,
67209,72777,,,,
67206,72757,,,,
67176,72757,,,,
67191,72737,,,,
67175,72735,,,,
67184,72737,,,,
67194,72722,,,,
67166,72721,,,,
67175,72692,,,,
67163,72690,,,,
67172,72693,,,,
67176,72721,,,,
67173,72688,,,,
67156,72689,,,,
67163,72691,,,,
67160,72682,,,,
67162,72689,,,,
67158,72705,,,,
67160,72682,,,,
67153,72687,,,,
67164,72679,,,,
67151,72670,,,,
67153,72669,,,,
67148,72677,,,,
67157,72665,,,,
67157,72674,,,,
67164,72675,,,,
67152,72675,,,,
67143,72676,,,,
67152,72663,,,,
67156,72669,,,,
67164,72676,,,,
67154,72679,,,,
67162,72675,,,,
67153,72688,,,,
67160,72679,,,,
67148,72674,,,,
67154,72690,,,,
67160,72688,,,,
67167,72699,,,,
67155,72693,,,,
67159,72707,,,,
67162,72690,,,,
67188,72697,,,,
67182,72707,,,,
67174,72696,,,,
67192,72680,,,,
67176,72693,,,,
67163,72700,,,,
67168,72680,,,,
67148,72671,,,,
67158,72694,,,,
67138,72679,,,,
67160,72687,,,,
67162,72672,,,,
67171,72672,,,,
67160,72693,,,,
67165,72695,,,,
67180,72692,,,,
67146,72708,,,,
67166,72709,,,,
67150,72709,,,,
67168,72698,,,,
67146,72709,,,,
67161,72711,,,,
67184,72709,,,,
67171,72734,,,,
67184,72741,,,,
67166,72727,,,,
67173,72721,,,,
67175,72745,,,,
67172,72722,,,,
67191,72716,,,,
67168,72723,,,,
67151,72709,,,,
67165,72721,,,,
67160,72714,,,,
67158,72697,,,,
67174,72718,,,,
67165,72703,,,,
67193,72715,,,,
67170,72702,,,,
67147,72717,,,,
67159,72726,,,,
67169,72727,,,,
67153,72732,,,,
67156,72746,,,,
67174,72747,,,,
67172,72734,,,,
67173,72740,,,,
67179,72732,,,,
67182,72739,,,,
67182,72744,,,,
67175,72726,,,,
67187,72735,,,,
67180,72717,,,,
67161,72734,,,,
67171,72714,,,,
67163,72719,,,,
67168,72717,,,,
67171,72728,,,,
67193,72722,,,,
67157,72734,,,,
67176,72750,,,,
67154,72740,,,,
67172,72747,,,,
67169,72742,,,,
67175,72745,,,,
67179,72755,,,,
67177,72737,,,,
67165,72764,,,,
67174,72752,,,,
67198,72775,,,,
67197,72757,,,,
67188,72761,,,,
67187,72736,,,,
67170,72736,,,,
67159,72734,,,,
67172,72749,,,,
67176,72746,,,,
67168,72722,,,,
67159,72724,,,,
67166,72725,,,,
67168,72737,,,,
67169,72727,,,,
67177,72716,,,,
67169,72751,,,,
67179,72761,,,,
67158,72759,,,,
67164,72753,,,,
67178,72754,,,,
67179,72776,,,,
67183,72768,,,,
67176,72759,,,,
67188,72745,,,,
67180,72747,,,,
67192,72754,,,,
67194,72764,,,,
67195,72779,,,,
67202,72765,,,,
67197,72753,,,,
67176,72754,,,,
67167,72753,,,,
67199,72753,,,,
67180,72771,,,,
67183,72743,,,,
67176,72755,,,,
67182,72780,,,,
67191,72764,,,,
67179,72759,,,,
67167,72779,,,,
67176,72770,,,,
67160,72783,,,,
67176,72779,,,,
67165,72782,,,,
67197,72777,,,,
67187,72789,,,,
67190,72781,,,,
67196,72789,,,,
67203,72789,,,,
67203,72791,,,,
67186,72793,,,,
67199,72793,,,,
67214,72783,,,,
67204,72793,,,,
67213,72781,,,,
67189,72801,,,,
67192,72791,,,,
67162,72765,,,,
67184,72786,,,,
67203,72782,,,,
67200,72783,,,,
67204,72780,,,,
67191,72799,,,,
67188,72801,,,,
67190,72831,,,,
67179,72795,,,,
67185,72825,,,,
67175,72831,,,,
67223,72810,,,,
67196,72847,,,,
67201,72821,,,,
67192,72818,,,,
67209,72808,,,,
67210,72805,,,,
67208,72821,,,,
67220,72818,,,,
67208,72823,,,,
67202,72828,,,,
67207,72821,,,,
67207,72827,,,,
67221,72827,,,,
67205,72813,,,,
67191,72835,,,,
67200,72826,,,,
67211,72845,,,,
67212,72848,,,,
67193,72850,,,,
67203,72856,,,,
67223,72854,,,,
67217,72848,,,,
67215,72846,,,,
67208,72858,,,,
67239,72835,,,,
67234,72856,,,,
67225,72853,,,,
67230,72860,,,,
67218,72853,,,,
67216,72856,,,,
67212,72843,,,,
67221,72859,,,,
67219,72867,,,,
67222,72839,,,,
67219,72844,,,,
67214,72841,,,,
67216,72877,,,,
67195,72852,,,,
67209,72880,,,,
67218,72872,,,,
67227,72892,,,,
67219,72886,,,,
67223,72875,,,,
67223,72905,,,,
67236,72863,,,,
67224,72881,,,,
67229,72882,,,,
67236,72876,,,,
67231,72889,,,,
67239,72883,,,,
67209,72886,,,,
67227,72877,,,,
67223,72881,,,,
67221,72883,,,,
67219,72884,,,,
67232,72850,,,,
67215,72883,,,,
67229,72882,,,,
67229,72898,,,,
67238,72902,,,,
67223,72931,,,,
67238,72913,,,,
67233,72912,,,,
67237,72901,,,,
67228,72885,,,,
67230,72880,,,,
67250,72914,,,,
67240,72900,,,,
67230,72881,,,,
67228,72891,,,,
67232,72891,,,,
67244,72900,,,,
67233,72894,,,,
67229,72901,,,,
67236,72907,,,,
67226,72932,,,,
67223,72925,,,,
67229,72933,,,,
67234,72932,,,,
67237,72951,,,,
67252,72923,,,,
67250,72922,,,,
67247,72929,,,,
67254,72936,,,,
67222,72929,,,,
67254,72932,,,,
67239,72929,,,,
67251,72927,,,,
67256,72917,,,,
67247,72927,,,,
67244,72930,,,,
67236,72913,,,,
67245,72939,,,,
67239,72958,,,,
67221,72955,,,,
67255,72954,,,,
67242,72942,,,,
67238,72961,,,,
67272,72946,,,,
67276,72951,,,,
67268,72961,,,,
67275,72951,,,,
67252,72946,,,,
67248,72951,,,,
67241,72944,,,,
67256,72960,,,,
67254,72947,,,,
67265,72945,,,,
67263,72961,,,,
67255,72958,,,,
67250,72954,,,,
67251,72970,,,,
67248,72972,,,,
67271,72970,,,,
67242,72992,,,,
67267,72987,,,,
67267,72978,,,,
67272,72993,,,,
67270,72953,,,,
67286,72970,,,,
67280,72977,,,,
67266,72985,,,,
67267,72975,,,,
67249,72954,,,,
67252,72980,,,,
67266,72983,,,,
67253,72969,,,,
67250,72963,,,,
67240,72986,,,,
67258,72978,,,,
67244,72986,,,,
67262,72990,,,,
67268,73013,,,,
67283,73012,,,,
67271,73014,,,,
67276,73004,,,,
67273,72981,,,,
67262,72999,,,,
67284,72977,,,,
67256,72971,,,,
67269,72996,,,,
67259,72975,,,,
67256,72975,,,,
67253,72954,,,,
67230,72942,,,,
67239,72934,,,,
67226,72945,,,,
67228,72916,,,,
67223,72895,,,,
67223,72871,,,,
67208,72899,,,,
67210,72892,,,,
67222,72916,,,,
67220,72898,,,,
67211,72868,,,,
67209,72843,,,,
67212,72810,,,,
67200,72819,,,,
67221,72807,,,,
67181,72807,,,,
67163,72791,,,,
67175,72770,,,,
67175,72766,,,,
67174,72763,,,,
67177,72752,,,,
67160,72755,,,,
67170,72733,,,,
67148,72707,,,,
67161,72721,,,,
67154,72736,,,,
67155,72731,,,,
67136,72726,,,,
67162,72716,,,,
67154,72709,,,,
67140,72712,,,,
67154,72727,,,,
67142,72734,,,,
67166,72719,,,,
67160,72685,,,,
67151,72708,,,,
67167,72707,,,,
67167,72686,,,,
67145,72714,,,,
67154,72696,,,,
67141,72694,,,,
67134,72684,,,,
67146,72699,,,,
67121,72683,,,,
67156,72689,,,,
67147,72692,,,,
67146,72698,,,,
67151,72699,,,,
67140,72717,,,,
67143,72714,,,,
67152,72701,,,,
67150,72701,,,,
67136,72713,,,,
67149,72707,,,,
67132,72714,,,,
67143,72717,,,,
67132,72724,,,,
67137,72710,,,,
67160,72696,,,,
67161,72708,,,,
67151,72695,,,,
67162,72698,,,,
67147,72707,,,,
67143,72694,,,,
67143,72689,,,,
67162,72703,,,,
67183,72721,,,,
67164,72713,,,,
67165,72712,,,,
67157,72699,,,,
67148,72706,,,,
67159,72689,,,,
67136,72719,,,,
67132,72724,,,,
67149,72728,,,,
67147,72728,,,,
67163,72736,,,,
67136,72736,,,,
67167,72737,,,,
67148,72734,,,,
67155,72706,,,,
67156,72725,,,,
67161,72727,,,,
67165,72736,,,,
67167,72721,,,,
67161,72723,,,,
67151,72705,,,,
67162,72718,,,,
67150,72712,,,,
67164,72709,,,,
67144,72705,,,,
67158,72730,,,,
67152,72726,,,,
67146,72713,,,,
67149,72746,,,,
67137,72731,,,,
67162,72734,,,,
67149,72745,,,,
67170,72769,,,,
67166,72735,,,,
67154,72750,,,,
67172,72750,,,,
67169,72739,,,,
67185,72741,,,,
67170,72730,,,,
67175,72750,,,,
67164,72739,,,,
67176,72725,,,,
67153,72740,,,,
67150,72744,,,,
67179,72749,,,,
67169,72729,,,,
67160,72751,,,,
67158,72748,,,,
67168,72740,,,,
67186,72762,,,,
67177,72760,,,,
67172,72758,,,,
67166,72777,,,,
67160,72756,,,,
67160,72747,,,,
67176,72754,,,,
67168,72774,,,,
67186,72755,,,,
67198,72753,,,,
67185,72731,,,,
67161,72755,,,,
67174,72745,,,,
67176,72742,,,,
67148,72754,,,,
67174,72762,,,,
67178,72754,,,,
67173,72760,,,,
67170,72717,,,,
67178,72746,,,,
67166,72746,,,,
67168,72777,,,,
67173,72775,,,,
67167,72747,,,,
67161,72763,,,,
67161,72783,,,,
67157,72761,,,,
67163,72774,,,,
67163,72774,,,,
67166,72774,,,,
67180,72789,,,,
67176,72787,,,,
67155,72775,,,,
67178,72767,,,,
67173,72786,,,,
67177,72785,,,,
67192,72772,,,,
67182,72777,,,,
67192,72766,,,,
67175,72767,,,,
67154,72774,,,,
67192,72785,,,,
67174,72746,,,,
67172,72756,,,,
67166,72764,,,,
67180,72765,,,,
67164,72756,,,,
67184,72774,,,,
67184,72782,,,,
67166,72780,,,,
67156,72799,,,,
67153,72793,,,,
67177,72812,,,,
67172,72792,,,,
67178,72803,,,,
67204,72794,,,,
67179,72803,,,,
67190,72776,,,,
67196,72770,,,,
67205,72789,,,,
67198,72804,,,,
67181,72796,,,,
67197,72780,,,,
67194,72801,,,,
67174,72786,,,,
67191,72789,,,,
67178,72786,,,,
67180,72794,,,,
67192,72796,,,,
67187,72802,,,,
67171,72799,,,,
67188,72801,,,,
67183,72814,,,,
67176,72817,,,,
67186,72812,,,,
67184,72823,,,,
67195,72834,,,,
67202,72837,,,,
67168,72824,,,,
67190,72817,,,,
67189,72812,,,,
67194,72804,,,,
67221,72827,,,,
67194,72807,,,,
67203,72818,,,,
67186,72804,,,,
67196,72822,,,,
67190,72835,,,,
67184,72842,,,,
67193,72813,,,,
67188,72812,,,,
67194,72816,,,,
67208,72810,,,,
67198,72849,,,,
67202,72839,,,,
67189,72851,,,,
67191,72847,,,,
67209,72861,,,,
67186,72880,,,,
67207,72851,,,,
67190,72880,,,,
67199,72835,,,,
67205,72883,,,,
67210,72829,,,,
67198,72847,,,,
67212,72856,,,,
67221,72843,,,,
67198,72835,,,,
67185,72852,,,,
67201,72849,,,,
67215,72840,,,,
67202,72854,,,,
67203,72853,,,,
67187,72865,,,,
67181,72846,,,,
67190,72878,,,,
67199,72843,,,,
67174,72859,,,,
67204,72860,,,,
67189,72890,,,,
67224,72880,,,,
67197,72879,,,,
67216,72888,,,,
67204,72871,,,,
67224,72865,,,,
67213,72877,,,,
67220,72858,,,,
67234,72867,,,,
67215,72868,,,,
67212,72887,,,,
67195,72872,,,,
67202,72878,,,,
67198,72877,,,,
67222,72859,,,,
67205,72855,,,,
67206,72894,,,,
67215,72874,,,,
67202,72900,,,,
67204,72888,,,,
67208,72904,,,,
67205,72901,,,,
67224,72899,,,,
67226,72896,,,,
67224,72889,,,,
67225,72870,,,,
67242,72907,,,,
67248,72915,,,,
67239,72914,,,,
67207,72906,,,,
67219,72893,,,,
67199,72893,,,,
67218,72889,,,,
67206,72875,,,,
67238,72886,,,,
67214,72916,,,,
67218,72916,,,,
67224,72902,,,,
67223,72920,,,,
67221,72917,,,,
67222,72920,,,,
67230,72926,,,,
67228,72933,,,,
67245,72934,,,,
67232,72928,,,,
67237,72900,,,,
67214,72922,,,,
67217,72899,,,,
67213,72906,,,,
67222,72924,,,,
67237,72920,,,,
67224,72926,,,,
67230,72910,,,,
67247,72911,,,,
67214,72924,,,,
67215,72938,,,,
67231,72925,,,,
67213,72940,,,,
67236,72939,,,,
67225,72932,,,,
67229,72944,,,,
67255,72966,,,,
67254,72949,,,,
67260,72930,,,,
67244,72931,,,,
67242,72949,,,,
67246,72935,,,,
67255,72930,,,,
67228,72933,,,,
67229,72929,,,,
67214,72930,,,,
67234,72912,,,,
67230,72950,,,,
67220,72957,,,,
67250,72946,,,,
67217,72966,,,,
67235,72955,,,,
67257,72943,,,,
67255,72960,,,,
67261,72963,,,,
67255,72945,,,,
67227,72954,,,,
67241,72964,,,,
67224,72966,,,,
67240,72958,,,,
67243,72951,,,,
67224,72962,,,,
67254,72951,,,,
67209,72957,,,,
67257,72977,,,,
67244,72967,,,,
67226,72971,,,,
67221,72965,,,,
67239,73001,,,,
67249,72998,,,,
67244,72990,,,,
67246,73006,,,,
67267,72997,,,,
67270,72965,,,,
67275,72978,,,,
67253,72971,,,,
67272,72967,,,,
67246,72972,,,,
67247,72966,,,,
67231,72965,,,,
67254,72951,,,,
67237,72976,,,,
67250,72972,,,,
67237,72973,,,,
67227,72978,,,,
67223,72973,,,,
67253,72983,,,,
67244,72977,,,,
67255,72966,,,,
67241,72967,,,,
67244,72944,,,,
67234,72934,,,,
67223,72944,,,,
67218,72929,,,,
67221,72918,,,,
67226,72910,,,,
67213,72888,,,,
67208,72900,,,,
67186,72865,,,,
67192,72860,,,,
67178,72870,,,,
67171,72847,,,,
67163,72850,,,,
67191,72841,,,,
67195,72823,,,,
67183,72823,,,,
67173,72802,,,,
67180,72817,,,,
67187,72802,,,,
67192,72770,,,,
67184,72772,,,,
67191,72771,,,,
67172,72759,,,,
67178,72764,,,,
67147,72741,,,,
67155,72747,,,,
67159,72747,,,,
67161,72726,,,,
67152,72735,,,,
67163,72707,,,,
67152,72726,,,,
67129,72728,,,,
67124,72698,,,,
67147,72728,,,,
67126,72707,,,,
67154,72728,,,,
67137,72725,,,,
67141,72740,,,,
67144,72725,,,,
67147,72734,,,,
67166,72726,,,,
67157,72716,,,,
67158,72729,,,,
67160,72715,,,,
67159,72719,,,,
67151,72728,,,,
67143,72727,,,,
67145,72703,,,,
67139,72703,,,,
67139,72705,,,,
67155,72709,,,,
67137,72694,,,,
67147,72709,,,,
67142,72698,,,,
67141,72710,,,,
67132,72717,,,,
67125,72736,,,,
67160,72749,,,,
67141,72734,,,,
67151,72737,,,,
67144,72739,,,,
67152,72746,,,,
67154,72733,,,,
67151,72723,,,,
67154,72716,,,,
67155,72725,,,,
67147,72745,,,,
67166,72699,,,,
67148,72741,,,,
67137,72723,,,,
67172,72734,,,,
67145,72725,,,,
67144,72710,,,,
67138,72725,,,,
67152,72701,,,,
67144,72710,,,,
67128,72731,,,,
67131,72722,,,,
67144,72741,,,,
67142,72737,,,,
67154,72752,,,,
67156,72739,,,,
67150,72717,,,,
67150,72727,,,,
67156,72745,,,,
67144,72719,,,,
67170,72751,,,,
67148,72733,,,,
67147,72735,,,,
67124,72747,,,,
67147,72732,,,,
67154,72752,,,,
67142,72723,,,,
67130,72733,,,,
67152,72722,,,,
67160,72741,,,,
67150,72730,,,,
67146,72731,,,,
67144,72735,,,,
67152,72752,,,,
67154,72750,,,,
67161,72747,,,,
67152,72747,,,,
67163,72755,,,,
67167,72782,,,,
67174,72749,,,,
67170,72740,,,,
67168,72757,,,,
67188,72756,,,,
67179,72756,,,,
67173,72770,,,,
67154,72755,,,,
67168,72765,,,,
67144,72751,,,,
67156,72745,,,,
67154,72754,,,,
67146,72734,,,,
